user_id,person,current_age,retirement_age,birth_year,birth_month,gender,city,state,zipcode,per_capita_income_zipcode,yearly_income_person,total_debt,fico_score
541,Byron Morales,48,64,1971,11,Male,Worcester,MA,1602,24506.0,49967.0,62509.0,655
542,Jakob Johnson,20,67,1999,11,Male,Langhorne,PA,19047,31656.0,64548.0,14864.0,726
543,Bennett Flores,20,66,1999,9,Male,Heathsville,VA,22473,13938.0,28421.0,77772.0,738
544,Tori Bailey,33,65,1986,6,Female,Moulton,AL,35650,17271.0,35213.0,87653.0,719
545,Dexter Thomas,48,67,1971,3,Male,Kenner,LA,70062,14696.0,29962.0,55000.0,684
546,Vihaan Ward,49,59,1970,5,Male,Bradenton,FL,34203,17590.0,35868.0,48465.0,562
547,Francisco Masvidal,31,73,1988,7,Male,Lovelock,NV,89419,18734.0,38193.0,39874.0,703
548,Adam Myers,48,66,1972,2,Male,Terre Haute,IN,47803,21131.0,43084.0,0.0,850
549,Bailee Walker,42,72,1977,4,Female,Hubbard,OH,44425,18351.0,37415.0,66403.0,665
550,Alaric Flores,40,64,1979,12,Male,Newark,NJ,7103,17370.0,35418.0,51741.0,660
551,Gustavo Lee,18,62,2002,2,Male,Parkton,NC,28371,15331.0,31259.0,40701.0,798
552,Uriah Martin,26,66,1993,12,Male,Seattle,WA,98188,20233.0,41255.0,85439.0,683
553,Alivia Watson,41,71,1978,3,Female,Raleigh,NC,27610,17056.0,34774.0,78060.0,850
554,Lauryn James,90,75,1929,11,Female,Poughkeepsie,NY,12603,27934.0,51717.0,418.0,717
555,Dominik Miller,52,62,1967,9,Male,Bastrop,TX,78602,20346.0,41483.0,64715.0,584
556,Octavia Butler,28,65,1991,3,Female,Barton,MD,21521,17079.0,34825.0,65082.0,759
557,Yosef Cruz,51,72,1969,2,Male,Fayetteville,NC,28306,18316.0,37346.0,64030.0,680
558,Galilea Gonzalez,58,67,1961,10,Female,Miami,FL,33196,21923.0,44699.0,21685.0,842
559,Thatcher Xi,35,73,1984,10,Male,The Villages,FL,32162,8491.0,17316.0,26872.0,748
560,Cody Wood,57,67,1962,3,Male,Holden,ME,4429,24259.0,49467.0,77465.0,697
561,Rylee Schmidt,18,68,2001,11,Female,Kansas City,KS,66103,16795.0,34242.0,0.0,837
562,Nicolas Peres,25,63,1994,10,Male,Birmingham,AL,35244,34578.0,70502.0,90003.0,614
563,Brielle Brooks,59,67,1960,9,Female,Boston,MA,2127,39312.0,80156.0,61817.0,735
564,Danica Watson,51,63,1968,12,Female,Meriden,CT,6450,24393.0,49737.0,136056.0,643
565,Gregory Ajami,60,60,1959,12,Male,Dover,OH,44622,18794.0,31003.0,23000.0,699
566,Jennifer Peres,23,66,1996,9,Female,Orlando,FL,32811,14405.0,29376.0,51428.0,629
567,Kathleen Allen,56,63,1963,11,Female,Eastman,GA,31023,14425.0,29413.0,46043.0,703
568,Layla Myers,28,64,1992,1,Female,Ridgefield,WA,98642,27308.0,55684.0,114269.0,722
569,Fabian Collins,39,60,1980,10,Male,Staunton,IL,62088,20056.0,40894.0,51844.0,657
570,Samara Price,64,66,1956,1,Female,Fontana,CA,92336,23172.0,47242.0,62224.0,704
571,Charles Edwards,65,67,1954,12,Male,Omaha,NE,68107,14199.0,28951.0,56777.0,711
572,Luka Flores,53,68,1966,6,Male,Allen,TX,75002,32580.0,66428.0,197102.0,669
573,Sylvie Brown,52,64,1968,2,Female,Pearland,TX,77584,36253.0,73920.0,166395.0,683
574,Alaia Jackson,22,73,1998,2,Female,Salt Lake City,UT,84112,10539.0,21490.0,32587.0,682
575,Marlee Phillips,68,64,1951,4,Female,Somerville,MA,2143,31849.0,59938.0,36978.0,670
576,Vladimir Xi,54,65,1965,6,Male,Monroe,NY,10950,25534.0,52062.0,97881.0,775
577,Tyson Young,58,65,1961,10,Male,Union City,CA,94587,29097.0,59322.0,145137.0,694
578,Miya Russell,26,69,1993,9,Female,Troy,MI,48083,26120.0,53254.0,131334.0,736
579,Soren Martinez,61,67,1958,11,Male,Indianapolis,IN,46235,16045.0,32716.0,46919.0,593
580,Chandler Morales,79,68,1940,3,Male,Muskegon,MI,49441,19131.0,30977.0,21507.0,796
581,Reign Russell,67,71,1952,10,Female,Adrian,MI,49221,17144.0,34954.0,5942.0,729
582,Ellen Watson,47,69,1973,2,Female,Chicago,IL,60623,11951.0,24372.0,63295.0,793
583,Guadalupe Chen,51,66,1968,7,Female,Defiance,OH,43512,18229.0,37169.0,93844.0,722
584,Blake Sanchez,36,69,1983,8,Male,Houston,TX,77047,19554.0,39871.0,73726.0,719
585,Lauryn Fox,44,68,1976,2,Female,Morristown,MN,55052,19630.0,40026.0,70877.0,768
586,Gwen Evans,19,67,2000,3,Female,Sugar Land,TX,77478,35183.0,71740.0,38238.0,767
587,Avery Williams,21,66,1998,8,Male,Hempstead,NY,11550,20152.0,41087.0,22720.0,695
588,Maleah Morris,18,55,2001,12,Female,Anchorage,AK,99507,28730.0,58579.0,94998.0,808
589,Colt Martinez,86,68,1933,9,Male,San Antonio,TX,78230,29557.0,33426.0,1852.0,699
590,Winnie Nelson,23,65,1997,2,Female,Lafayette,LA,70506,22001.0,44862.0,78350.0,750
591,Cade Campbell,34,65,1985,10,Male,Amherst,OH,44001,22261.0,45388.0,64749.0,723
592,Ivan Morales,73,68,1946,9,Male,Tucker,GA,30084,22682.0,34220.0,0.0,745
593,Trent Brown,19,66,2000,9,Male,Devon,PA,19333,58297.0,118862.0,276156.0,782
594,Azariah Diaz,20,62,1999,9,Female,Getzville,NY,14068,29558.0,60265.0,80939.0,582
595,Khalid Cooper,45,66,1974,3,Male,Vancleve,KY,41385,11644.0,23740.0,4313.0,841
596,Fisher Roman,39,67,1980,5,Male,Miami,FL,33175,18828.0,38386.0,74820.0,850
597,Harrison Fisher,46,70,1973,6,Male,Woonsocket,RI,2895,19065.0,38872.0,86648.0,585
598,Anabelle Faraday,37,68,1982,3,Female,Atlanta,GA,30316,24196.0,49335.0,51520.0,773
599,Valerie Scott,50,79,1969,9,Female,Monroe,MI,48161,19736.0,40246.0,74352.0,641
600,Kace Gao,50,66,1970,1,Male,Chicago,IL,60622,39789.0,81122.0,112394.0,682
601,Jayceon Neufelder,18,64,2001,4,Male,Punta Gorda,FL,33950,14352.0,29265.0,37375.0,647
602,Darius Evans,51,65,1968,4,Male,Gilbert,AZ,85295,30557.0,62304.0,113416.0,719
603,Dean Lonsdale,54,65,1965,10,Male,Carrollton,TX,75006,21381.0,43598.0,15891.0,757
604,Zavier Allen,54,63,1965,5,Male,Rosharon,TX,77583,22856.0,46603.0,57177.0,612
605,Nathan Sanders,26,71,1993,3,Male,Fort Lauderdale,FL,33311,14191.0,28931.0,34511.0,711
606,Susan Labelle,42,71,1977,9,Female,Broad Run,VA,20137,35905.0,73208.0,115827.0,664
607,Ellianna Cooper,42,68,1978,2,Female,Township Of Washington,NJ,7676,37908.0,77288.0,46160.0,771
608,Shepherd Cox,30,66,1989,9,Male,Lake Worth,FL,33463,18415.0,37544.0,15489.0,703
609,Dallas Fox,58,65,1961,11,Male,Cornell,IL,61319,19926.0,40628.0,66552.0,636
610,Kimora Lewis,24,68,1995,4,Female,Warm Springs,GA,31830,15433.0,31469.0,53555.0,645
611,Milo Walker,53,65,1967,2,Male,Albuquerque,NM,87121,15385.0,31369.0,0.0,707
612,Ophelia Peres,36,65,1983,9,Female,Greenville,OH,45331,16351.0,33339.0,83353.0,679
613,Kyree Wood,25,65,1994,11,Male,Cantonment,FL,32533,20273.0,41338.0,90737.0,772
614,Alma Xi,54,66,1965,12,Female,Carthage,NY,13619,17220.0,35114.0,24637.0,686
615,Bryan Ajami,39,65,1980,9,Male,Louisville,KY,40299,25258.0,51499.0,7226.0,788
616,Joslyn Faraday,85,67,1934,10,Female,Lakewood,NJ,8701,13006.0,9795.0,396.0,771
617,Prakash Braun,19,67,2000,9,Male,Belmont,CA,94002,46616.0,95045.0,132371.0,708
618,Kace Gomez,66,72,1953,3,Male,Mulberry,FL,33860,17944.0,36589.0,86573.0,676
619,Romina Smith,59,63,1960,11,Female,Tampa,FL,33618,28916.0,58959.0,109358.0,598
620,Kaleb Lonsdale,61,61,1958,12,Male,Pinole,CA,94564,25849.0,28210.0,22961.0,655
621,Colton Stewart,39,68,1980,5,Male,Laurel,MD,20708,27635.0,56347.0,32530.0,779
622,Alicia Young,59,72,1961,1,Female,Claremont,NC,28610,18029.0,36760.0,95755.0,593
623,Cassius Schmidt,38,67,1981,11,Male,Carmel,CA,93923,29174.0,59482.0,130605.0,688
624,Sadie Cruz,55,60,1964,5,Female,Fort Worth,TX,76119,12175.0,24827.0,60261.0,590
625,Royalty Miller,67,65,1953,1,Female,San Jose,CA,95134,51631.0,52929.0,37514.0,737
626,Nathaniel Bell,52,70,1967,12,Male,Indianapolis,IN,46256,31114.0,63433.0,122550.0,770
627,Judah Richardson,21,67,1998,11,Male,Houston,TX,77049,19364.0,39485.0,144101.0,685
628,Celine Gutierrez,33,59,1986,8,Female,Valparaiso,IN,46383,25472.0,51938.0,97252.0,697
629,Lucinda Cox,68,53,1951,12,Female,Annandale,VA,22003,30622.0,65298.0,18684.0,524
630,Zaniyah Lewis,58,65,1962,1,Female,Trenton,GA,30752,15950.0,32520.0,29433.0,731
631,Chandler Wright,41,63,1978,8,Male,Park Forest,IL,60466,19359.0,39472.0,82626.0,698
632,Victoria Edwards,37,66,1982,5,Female,Kilauea,HI,96754,16898.0,34457.0,48966.0,666
633,Alessandro Thompson,48,73,1971,12,Male,Highland,NY,12528,26227.0,53478.0,73030.0,674
634,Keegan Myers,39,68,1980,10,Male,Ludington,MI,49431,15863.0,32343.0,59006.0,732
635,Remington Labelle,83,65,1937,1,Male,Westminster,SC,29693,15406.0,31943.0,1248.0,686
636,Jillian Ramirez,41,56,1978,10,Female,Manly,IA,50456,16081.0,32789.0,47679.0,699
637,William Foster,29,64,1990,8,Male,San Francisco,CA,94134,20536.0,41873.0,76725.0,717
638,Kenny Evans,44,66,1976,1,Male,Bloomfield,IN,47424,18204.0,37115.0,58438.0,685
639,Kaylani Thompson,40,65,1979,12,Female,Stanford,KY,40484,15202.0,30997.0,81716.0,722
640,Alina Braun,25,67,1994,8,Female,Bellevue,WA,98005,43432.0,88554.0,142154.0,701
641,Simeon Miller,29,63,1990,3,Male,Shafter,CA,93263,14556.0,29682.0,65845.0,659
642,Kade Williams,61,68,1959,1,Male,Bennett,CO,80102,26369.0,53762.0,37361.0,689
643,Gwendolyn Labelle,19,66,2001,1,Female,New York,NY,10026,26718.0,54477.0,72241.0,802
644,Frances Johnson,30,67,1989,7,Female,Independence,MO,64050,16224.0,33076.0,50117.0,721
645,Reid Robinson,58,67,1961,5,Male,Erie,PA,16505,24324.0,49595.0,68057.0,676
646,Pierce Perry,31,67,1988,12,Male,Scituate,MA,2066,40226.0,82019.0,64583.0,695
647,Ulises Chen,76,66,1943,5,Male,Sacramento,CA,95831,26815.0,51942.0,22839.0,723
648,Faith Myers,74,67,1945,3,Female,Chula Vista,CA,91910,20102.0,29130.0,8746.0,720
649,Maya Torres,71,66,1948,8,Female,Charleston,WV,25312,16835.0,13937.0,3854.0,783
650,Austin Robinson,20,63,1999,3,Male,Berwyn,IL,60402,18714.0,38158.0,80609.0,666
651,Amora Jenkins,47,67,1972,7,Female,Batavia,IL,60510,33701.0,68710.0,201796.0,717
652,Finley Evans,37,75,1983,1,Female,Naperville,IL,60564,49195.0,100303.0,53919.0,821
653,Naomi Anwar,58,65,1961,11,Female,Epping,NH,3042,25001.0,50980.0,87715.0,691
654,Levi Gomez,18,69,2002,1,Male,Sergeant Bluff,IA,51054,22958.0,46810.0,0.0,747
655,Hugo Diaz,61,65,1959,2,Male,Sammamish,WA,98075,50607.0,103185.0,206422.0,564
656,Colson James,23,71,1996,4,Male,North Las Vegas,NV,89081,22907.0,46704.0,91946.0,810
657,Gianni Merkel,35,61,1985,1,Male,Wynnewood,PA,19096,50579.0,103126.0,130160.0,642
658,Anakin Harris,48,61,1971,6,Male,Fayetteville,NC,28312,18376.0,37468.0,73448.0,666
659,Evelyn Hall,51,67,1968,7,Female,Mount Kisco,NY,10549,55274.0,112695.0,35135.0,840
660,Maximus Cruz,23,65,1996,5,Male,Holland,MI,49424,21668.0,44181.0,82622.0,701
661,Princess Collins,26,65,1993,5,Female,Mohegan Lake,NY,10547,33263.0,67820.0,86177.0,628
662,Francesca Schmidt,80,67,1939,4,Female,Frankfort,IN,46041,16421.0,24884.0,1828.0,850
663,Juliette Wright,41,53,1978,8,Female,San Diego,CA,92130,0.0,553.0,740.0,719
664,Leif Sullivan,40,64,1979,11,Male,Foxboro,MA,2035,35544.0,72470.0,133421.0,711
665,Selena Thompson,35,66,1984,11,Female,Hillsboro,IL,62049,17696.0,36081.0,118151.0,682
666,Jayden Myers,37,68,1982,6,Male,Woburn,MA,1801,29122.0,59375.0,0.0,729
667,Rodney James,18,70,2002,2,Male,Hernando,MS,38632,23782.0,48491.0,158871.0,588
668,Stephanie Gomez,60,67,1959,4,Female,West Baden Springs,IN,47469,15138.0,30867.0,12686.0,794
669,Annabella Ward,33,67,1986,5,Female,Monroe,NC,28110,19605.0,39974.0,64403.0,652
670,Camden Neufelder,39,72,1981,2,Male,Arlington,TX,76002,24331.0,49611.0,110543.0,739
671,Cristiano Morris,24,69,1995,10,Male,Hammond,LA,70401,17584.0,35856.0,73257.0,712
672,Ansley Reed,35,72,1984,9,Female,Covington,VA,24426,17537.0,35760.0,62768.0,830
673,Colten Bailey,40,69,1979,6,Male,Greenville,SC,29611,13249.0,27013.0,58806.0,651
674,Kole Gonzalez,63,62,1956,4,Male,Aurora,CO,80013,24849.0,58006.0,20196.0,774
675,Brylee Wilson,80,67,1940,1,Female,Kent,WA,98032,24884.0,39110.0,363.0,750
676,Isabela Bell,38,66,1981,12,Female,Shepherdsville,KY,40165,19661.0,40087.0,17392.0,712
677,Lane Cooper,46,65,1973,10,Male,Philadelphia,PA,19135,17603.0,35891.0,87749.0,577
678,Rosie Lonsdale,83,65,1936,3,Female,Stamford,CT,6902,37213.0,74753.0,1585.0,726
679,Finley Reed,31,70,1988,5,Male,Banning,CA,92220,13002.0,26511.0,21869.0,769
680,Kian Richardson,76,69,1943,4,Male,Olathe,KS,66061,28490.0,19682.0,0.0,683
681,Sadie Braun,81,64,1938,9,Female,Miami,FL,33179,19386.0,23217.0,2559.0,616
682,Avi Wilson,30,66,1989,5,Male,Boulder,CO,80302,33151.0,67589.0,0.0,734
683,Atlas Fox,30,68,1989,8,Male,South Hamilton,MA,1982,45596.0,92960.0,64167.0,724
684,Macy Wilson,52,61,1967,4,Female,Walnut Creek,CA,94596,42685.0,87030.0,156474.0,646
685,Keanu Ortiz,72,66,1948,2,Male,Ridgewood,NY,11385,19329.0,22918.0,11371.0,750
686,Samara Cruz,29,56,1990,9,Female,Stockton,UT,84071,24445.0,49842.0,79750.0,698
687,Miya Campbell,36,75,1983,4,Female,Seaford,DE,19973,17624.0,35933.0,23451.0,812
688,Leon Lewis,42,67,1978,2,Male,Waimanalo,HI,96795,18080.0,36860.0,65049.0,714
689,Scott Sanchez,53,70,1967,2,Male,Cordele,GA,31015,13864.0,28269.0,66681.0,734
690,Clyde Fisher,20,66,1999,11,Male,Ottawa,OH,45875,19827.0,40426.0,76199.0,727
691,Yaretzi Kelley,43,71,1976,8,Female,Anaheim,CA,92804,18330.0,37371.0,3378.0,739
692,Evelynn Foster,33,68,1986,9,Female,San Rafael,CA,94903,33148.0,67589.0,106072.0,602
693,Clyde Brooks,55,66,1964,4,Male,Williston Park,NY,11596,39705.0,80957.0,161166.0,683
694,Linda Phillips,64,69,1955,7,Female,Wilton,CT,6897,94302.0,192269.0,100192.0,700
695,Bo Bailey,34,75,1985,8,Male,Tucson,AZ,85710,17480.0,35641.0,64419.0,625
696,Alice Torres,33,69,1986,8,Female,Lobelville,TN,37097,14073.0,28696.0,52910.0,686
697,Lance Xi,30,65,1989,4,Male,Rome,NY,13440,18712.0,38153.0,92466.0,658
698,Ana Gray,51,73,1968,8,Female,Lorton,VA,22079,35062.0,71490.0,0.0,782
699,Magdalena Schmidt,20,67,1999,12,Female,Woodland,WA,98674,21093.0,43006.0,26144.0,688
700,Guillermo Richardson,44,67,1975,6,Male,Saint Amant,LA,70774,24289.0,49523.0,89129.0,688
701,Mohammed Carter,31,76,1988,11,Male,Memphis,TN,38106,10730.0,21876.0,20169.0,786
702,Brooklynn Butler,27,67,1992,8,Female,Griffith,IN,46319,21992.0,44843.0,67179.0,756
703,Kaiya Johnson,43,65,1976,3,Female,Durham,NC,27704,17625.0,35938.0,47204.0,670
704,Arielle Williams,73,65,1946,10,Female,Danville,VA,24541,16745.0,28553.0,19507.0,745
705,Thea Harris,18,68,2001,12,Female,Fayetteville,NC,28311,19520.0,39803.0,53607.0,695
706,Hana Flores,50,68,1969,9,Female,Murrieta,CA,92563,24069.0,49076.0,56547.0,715
707,Ledger Barnes,41,65,1978,10,Male,Cleveland,OH,44143,27646.0,56368.0,71544.0,664
708,Julieta Gao,35,66,1984,6,Female,Philadelphia,PA,19138,16114.0,32855.0,94228.0,693
709,Ian Reyes,65,64,1955,2,Male,Fort Worth,TX,76148,21401.0,18149.0,26672.0,738
710,Brecken Roman,44,65,1975,11,Male,Wellington,OH,44090,19818.0,40407.0,25986.0,697
711,Harry Murphy,19,60,2000,6,Male,Surprise,AZ,85388,23747.0,48418.0,73106.0,756
712,Keenan Labelle,61,73,1958,7,Male,Levittown,NY,11756,29337.0,59815.0,73325.0,573
713,Carlee Fu,23,66,1996,8,Female,Chicago,IL,60612,20822.0,42454.0,63754.0,750
714,Lillian Butler,43,69,1976,5,Female,Bessemer City,NC,28016,16073.0,32775.0,72785.0,637
715,Santino Powell,36,67,1983,12,Male,Mukwonago,WI,53149,28215.0,57532.0,61268.0,735
716,Scarlet Martin,34,67,1985,11,Female,Mena,AR,71953,12910.0,26325.0,32456.0,562
717,Landry Smith,70,74,1950,1,Male,Fremont,CA,94536,33727.0,68765.0,75608.0,798
718,Merrick Barnes,26,58,1993,4,Male,Saint Marys,PA,15857,18965.0,38670.0,80894.0,630
719,Ari Phillips,57,65,1962,11,Female,Prichard,WV,25555,17918.0,36528.0,109785.0,701
720,Micheal Long,28,61,1991,4,Male,Broken Bow,OK,74728,13811.0,28163.0,50872.0,689
721,Liv Rivera,56,70,1963,8,Female,Marietta,GA,30008,17977.0,36652.0,60949.0,600
722,Mustafa Torres,18,70,2001,12,Male,Attleboro,MA,2703,26693.0,54427.0,96369.0,714
723,Kaydence Allen,27,66,1992,6,Female,Poway,CA,92064,36390.0,74198.0,16084.0,838
724,Yousef Long,18,66,2002,1,Male,Greenville,NC,27834,17116.0,34904.0,46002.0,657
725,Grant Mitchell,55,73,1964,12,Male,Memphis,TN,38103,47798.0,97455.0,219213.0,616
726,Jamie Ajami,37,66,1983,1,Female,Fullerton,CA,92831,25592.0,52181.0,26792.0,727
727,Micheal Farhad,68,68,1951,6,Male,Claypool,IN,46510,17969.0,27939.0,11243.0,841
728,Alessia Abe,54,74,1965,5,Female,Colorado Springs,CO,80903,20579.0,41957.0,151027.0,783
729,Leighton Faraday,26,61,1993,11,Female,Richmond,KY,40475,19666.0,40102.0,57857.0,601
730,Hallie Perry,61,69,1958,9,Female,Honolulu,HI,96825,30410.0,62005.0,149968.0,651
731,Edward Rivera,18,58,2002,1,Male,Spokane,WA,99208,21609.0,44061.0,107955.0,713
732,Warren El-Mafouk,49,69,1970,5,Male,Rocky Point,NY,11778,28694.0,58503.0,37838.0,680
733,Johanna Peres,28,67,1991,5,Female,Buffalo,NY,14215,14456.0,29478.0,39224.0,675
734,Allie Sadr,29,66,1990,8,Female,Laurel,MT,59044,19625.0,40005.0,37694.0,737
735,Dario El-Mafouk,70,66,1949,5,Male,Delavan,WI,53115,18351.0,31901.0,16285.0,778
736,Brianna Jenkins,28,63,1991,8,Female,Miami,FL,33194,21602.0,44046.0,57982.0,557
737,Ari Roman,61,65,1958,5,Male,Joliet,IL,60436,17567.0,35823.0,96691.0,732
738,Maria Kelly,29,69,1990,5,Female,Prince George,VA,23875,22059.0,44976.0,80109.0,717
739,Orlando Perry,28,66,1992,2,Male,Portage,WI,53901,19635.0,40035.0,69241.0,684
740,Suzette Burns,31,62,1988,5,Female,North Little Rock,AR,72116,25002.0,50978.0,76898.0,574
741,Mark Merkel,76,72,1943,6,Male,Clinton Township,MI,48036,19780.0,34408.0,9107.0,701
742,Alexia Ward,22,68,1997,9,Female,Chicago,IL,60614,0.0,2026.0,1417.0,779
743,Kaleb Miller,59,66,1960,5,Male,Oviedo,FL,32765,27255.0,55571.0,93460.0,636
744,Valentino Reed,26,59,1993,12,Male,Weare,NH,3281,26084.0,53182.0,99550.0,623
745,Jerry Jackson,33,67,1987,2,Male,Wellsburg,WV,26070,16648.0,33944.0,53353.0,798
746,Isaiah Murphy,54,59,1965,7,Male,Bethesda,MD,20814,56069.0,114318.0,328089.0,748
747,Marcelo Cruz,67,66,1952,12,Male,Detroit,MI,48202,14848.0,28714.0,12978.0,638
748,Aydin Cook,41,66,1979,2,Male,Henderson,NV,89002,28985.0,59093.0,117325.0,737
749,Alayah Gray,39,68,1980,3,Female,Whittier,CA,90601,25242.0,51465.0,0.0,702
750,Travis Cook,20,69,1999,8,Male,Waterford,NY,12188,24904.0,50776.0,19785.0,701
751,Shelby Phillips,28,65,1991,9,Female,Quakertown,PA,18951,25205.0,51391.0,84768.0,573
752,Kobe Carter,53,65,1966,12,Male,Princeton,NJ,8540,0.0,920.0,1914.0,788
753,Briella Nguyen,50,73,1969,10,Female,Stuart,FL,34997,20315.0,41420.0,0.0,691
754,Mary Peterson,52,67,1967,4,Female,David City,NE,68632,16901.0,34460.0,43936.0,692
755,Ismael Masvidal,41,65,1979,2,Male,Waynesboro,VA,22980,18531.0,37786.0,107692.0,693
756,Vivian Rogers,21,70,1998,4,Female,Virginia Beach,VA,23453,20678.0,42161.0,59210.0,672
757,Reign Scott,30,69,1989,3,Male,Cincinnati,OH,45245,25503.0,51998.0,73575.0,640
758,Evelynn Harris,22,67,1997,12,Female,Central,SC,29630,18271.0,37253.0,63522.0,576
759,Aarav Jenkins,49,65,1970,12,Male,Wichita Falls,TX,76301,13705.0,27943.0,18693.0,681
760,Genesis Mitchell,76,69,1943,3,Female,Myrtle Beach,SC,29579,19025.0,32817.0,27209.0,705
761,Amos Leroux,62,66,1957,8,Male,Bristol,NH,3222,18972.0,38681.0,113190.0,663
762,Amari Torres,48,68,1971,7,Male,Luverne,AL,36049,15474.0,31553.0,63938.0,729
763,Roman Barnes,36,70,1983,8,Male,Puyallup,WA,98373,24519.0,49993.0,52978.0,767
764,Gary Anwar,63,64,1956,4,Male,New Marshfield,OH,45766,14137.0,28828.0,49793.0,687
765,Ximena Butler,77,63,1942,3,Female,New York,NY,10003,0.0,1.0,0.0,673
766,Charles Fisher,31,74,1988,3,Male,Houston,TX,77096,31072.0,63356.0,140107.0,704
767,Kora Watson,33,58,1986,12,Female,Carrollton,TX,75007,28213.0,57526.0,82715.0,812
768,Odin Evans,36,65,1983,7,Male,Cherry Hill,NJ,8003,39626.0,80794.0,3867.0,803
769,Kaylani Sullivan,57,64,1962,12,Female,Mansfield,MA,2048,37407.0,76274.0,102611.0,698
770,Zaylee Anderson,29,60,1990,5,Female,Berlin,WI,54923,19059.0,38861.0,62080.0,528
771,Henrik Johnson,32,65,1987,4,Male,Thibodaux,LA,70301,22223.0,45312.0,11788.0,681
772,Gerald Myers,63,68,1956,12,Male,Alhambra,CA,91801,21178.0,43180.0,36832.0,764
773,Stella Masvidal,25,66,1994,10,Female,Andover,MN,55304,29580.0,60310.0,91017.0,647
774,Leila Ryan,64,69,1955,11,Female,Moreno Valley,CA,92553,15079.0,30747.0,51667.0,850
775,Tate Garcia,21,68,1998,9,Male,Pueblo,CO,81007,21394.0,43617.0,16661.0,803
776,Lillie Mitchell,51,71,1968,7,Female,Janesville,WI,53546,21278.0,43386.0,2192.0,698
777,Vanessa Sullivan,62,62,1958,2,Female,Milwaukee,WI,53224,19483.0,36465.0,12789.0,688
778,Duncan Torres,72,66,1948,1,Male,San Francisco,CA,94131,51692.0,65055.0,1676.0,736
779,Randy Sadr,21,68,1998,6,Male,Ennis,TX,75119,18112.0,36924.0,71952.0,701
780,Leif Howard,34,69,1985,11,Male,Calistoga,CA,94515,21373.0,43579.0,96994.0,795
781,Elias Collins,54,65,1965,12,Male,Rochester,MN,55901,26478.0,53986.0,58381.0,748
782,Kailyn Ramirez,21,61,1998,9,Female,Cambridge,MA,2138,47637.0,97127.0,210206.0,660
783,Calvin Peres,52,71,1967,4,Male,Stamford,CT,6906,34138.0,69604.0,47193.0,684
784,Marissa Bailey,49,68,1971,1,Female,Cedar Park,TX,78613,30418.0,62019.0,85666.0,543
785,Henrik Farhad,19,68,2000,11,Male,Inglewood,CA,90301,15965.0,32550.0,82878.0,746
786,Holden Howard,30,65,1989,4,Male,Lost Creek,WV,26385,17701.0,36092.0,63276.0,679
787,Lincoln Sanders,55,67,1964,7,Male,Mountlake Terrace,WA,98043,23668.0,48259.0,146774.0,721
788,Zahir Gomez,42,68,1977,11,Male,Paragould,AR,72450,15447.0,31499.0,45661.0,782
789,Brielle Ortiz,36,71,1983,7,Female,Abbeville,SC,29620,15243.0,31079.0,91845.0,605
790,Jaxson Brown,46,66,1973,8,Male,Miami,FL,33186,23244.0,47395.0,41381.0,755
791,Eduardo Torres,42,73,1977,10,Male,Brooklyn,NY,11210,23316.0,47542.0,2667.0,725
792,Marcelo Flores,58,67,1962,1,Male,Burke,VA,22015,35563.0,72510.0,44317.0,727
793,Nixon Butler,48,66,1972,2,Male,Shelton,CT,6484,32240.0,65736.0,206000.0,733
794,Noor Fisher,71,71,1948,3,Female,Weatherford,TX,76086,19120.0,19581.0,21424.0,706
795,Dean Evans,57,64,1962,6,Male,Auburn,ME,4210,20800.0,42411.0,111077.0,765
796,Madalynn Gonzalez,87,64,1932,4,Female,Seattle,WA,98122,37485.0,55902.0,3385.0,531
797,Peyton Stewart,38,68,1981,10,Male,Lancaster,PA,17601,25917.0,52844.0,0.0,826
798,Ulises Ward,46,65,1973,9,Male,Winder,GA,30680,18171.0,37056.0,75730.0,753
799,Paul Thompson,44,64,1976,1,Male,Citrus Heights,CA,95621,19726.0,40220.0,106171.0,718
800,Canaan Long,81,71,1938,9,Male,North Hollywood,CA,91605,15239.0,28644.0,879.0,806
801,Abril Perry,52,66,1968,2,Female,Los Angeles,CA,90018,14553.0,29673.0,12950.0,788
802,Rodney Jackson,61,62,1958,12,Male,Rincon,GA,31326,23029.0,46954.0,69753.0,578
803,Cristian Adams,33,66,1986,7,Male,Huntington,WV,25705,21842.0,44534.0,107410.0,702
804,Jerry Abe,51,65,1968,6,Male,Riverside,CA,92505,18619.0,37963.0,102716.0,772
805,Henley Anwar,40,67,1979,5,Female,Mckinney,TX,75069,24684.0,50329.0,76759.0,625
806,Kaiser Watson,44,66,1975,6,Male,Philadelphia,PA,19145,18007.0,36715.0,74022.0,547
807,Elisha Rivera,60,66,1959,7,Male,Jacksonville,FL,32218,19382.0,39521.0,61861.0,491
808,Paola Howard,78,67,1941,5,Female,Fort Mill,SC,29715,26707.0,51014.0,23366.0,759
809,Oscar Sanders,41,65,1978,10,Male,Alpine,UT,84004,35834.0,73067.0,6332.0,721
810,Aspen Nguyen,63,65,1956,12,Female,San Leandro,CA,94578,21669.0,44183.0,89852.0,850
811,Zion Hill,21,65,1998,10,Male,Columbus,OH,43211,11243.0,22922.0,9004.0,694
812,Maggie Abe,28,68,1992,1,Female,Powell,OH,43065,41682.0,84987.0,162718.0,600
813,Veda Brown,63,69,1956,3,Female,Rosebush,MI,48878,16542.0,33728.0,107287.0,730
